"crsCode","deptId","crsName","descr"
"crsCode602028","deptId294832","crsName509781","descr923418"
"crsCode207360","deptId432883","crsName268218","descr771407"
"crsCode250193","deptId272590","crsName444104","descr282645"
"crsCode615483","deptId673942","crsName777555","descr702062"
"crsCode854423","deptId779174","crsName979312","descr398797"
"crsCode132653","deptId292862","crsName440815","descr566601"
"crsCode879222","deptId878536","crsName479288","descr118509"
"crsCode263436","deptId426359","crsName972225","descr622764"
"crsCode358768","deptId845960","crsName966185","descr139122"
"crsCode470456","deptId330987","crsName178228","descr500565"
"crsCode42387","deptId954426","crsName373796","descr868330"
"crsCode200122","deptId676775","crsName964656","descr705652"
"crsCode902901","deptId616757","crsName152163","descr985464"
"crsCode239047","deptId659677","crsName313748","descr504876"
"crsCode716344","deptId372049","crsName750974","descr729229"
"crsCode648317","deptId678364","crsName88187","descr282960"
"crsCode403013","deptId514216","crsName555426","descr726768"
"crsCode359010","deptId721626","crsName542393","descr982630"
"crsCode486738","deptId570008","crsName326809","descr150071"
"crsCode247466","deptId843370","crsName847581","descr909031"
"crsCode252510","deptId579454","crsName327878","descr608011"
"crsCode313199","deptId429829","crsName441263","descr149372"
"crsCode268657","deptId442300","crsName501671","descr11432"
"crsCode271864","deptId408581","crsName461360","descr352514"
"crsCode379039","deptId972083","crsName216595","descr848409"
"crsCode739444","deptId163173","crsName699678","descr931847"
"crsCode180291","deptId922505","crsName309308","descr255616"
"crsCode220158","deptId961986","crsName269615","descr342410"
"crsCode184646","deptId922340","crsName258924","descr943819"
"crsCode379672","deptId905052","crsName158802","descr449150"
"crsCode405719","deptId954669","crsName920841","descr209024"
"crsCode253233","deptId644757","crsName398707","descr364487"
"crsCode702385","deptId909006","crsName347922","descr78257"
"crsCode161","deptId716144","crsName640758","descr586234"
"crsCode688218","deptId204659","crsName615840","descr939016"
"crsCode10858","deptId400403","crsName971001","descr2529"
"crsCode140896","deptId558028","crsName273832","descr389436"
"crsCode128310","deptId505221","crsName908756","descr589685"
"crsCode770204","deptId912201","crsName650614","descr47641"
"crsCode993245","deptId768560","crsName567705","descr124385"
"crsCode251824","deptId326428","crsName71025","descr828028"
"crsCode315294","deptId678111","crsName545494","descr290373"
"crsCode712074","deptId135802","crsName88923","descr502548"
"crsCode328802","deptId493697","crsName203727","descr83696"
"crsCode171809","deptId757274","crsName338064","descr908066"
"crsCode609918","deptId984996","crsName120582","descr657445"
"crsCode795060","deptId637619","crsName610499","descr780089"
"crsCode757935","deptId220730","crsName878901","descr979094"
"crsCode883024","deptId661186","crsName331078","descr633790"
"crsCode596765","deptId462806","crsName986768","descr546411"
"crsCode453256","deptId460801","crsName588032","descr917480"
"crsCode141274","deptId936815","crsName444678","descr367228"
"crsCode110972","deptId941297","crsName723574","descr674881"
"crsCode458466","deptId541660","crsName752126","descr251154"
"crsCode492437","deptId318993","crsName542660","descr817890"
"crsCode769691","deptId238550","crsName854108","descr729578"
"crsCode505732","deptId67747","crsName378467","descr497082"
"crsCode934996","deptId175930","crsName797243","descr268209"
"crsCode586440","deptId559661","crsName853859","descr885512"
"crsCode689799","deptId498627","crsName661553","descr962056"
"crsCode412454","deptId78709","crsName28911","descr33052"
"crsCode923800","deptId294355","crsName822608","descr108609"
"crsCode985137","deptId275332","crsName52301","descr207129"
"crsCode613205","deptId80042","crsName967329","descr249311"
"crsCode564417","deptId561508","crsName890141","descr956725"
"crsCode662517","deptId465965","crsName602472","descr536410"
"crsCode428221","deptId804578","crsName902103","descr680823"
"crsCode365019","deptId479136","crsName291621","descr850904"
"crsCode386515","deptId657803","crsName709903","descr51384"
"crsCode947219","deptId909228","crsName90447","descr196533"
"crsCode842556","deptId585842","crsName466738","descr239458"
"crsCode534545","deptId829529","crsName954968","descr230139"
"crsCode115131","deptId124712","crsName701384","descr698547"
"crsCode487990","deptId940884","crsName147758","descr203818"
"crsCode330204","deptId864130","crsName106866","descr867387"
"crsCode189004","deptId880618","crsName773237","descr303985"
"crsCode745847","deptId459671","crsName542634","descr236057"
"crsCode178375","deptId792203","crsName108303","descr881394"
"crsCode191851","deptId922751","crsName222279","descr776577"
"crsCode604099","deptId42759","crsName164182","descr797377"
"crsCode207717","deptId451412","crsName628216","descr928504"
"crsCode89610","deptId990676","crsName62430","descr772773"
"crsCode38361","deptId565620","crsName2886","descr894998"
"crsCode868813","deptId609349","crsName273846","descr418390"
"crsCode99141","deptId63292","crsName80660","descr578"
"crsCode806120","deptId394964","crsName102821","descr497852"
"crsCode215346","deptId329550","crsName971680","descr357049"
"crsCode870752","deptId718680","crsName903214","descr23414"
"crsCode929652","deptId524236","crsName318465","descr381832"
"crsCode975141","deptId593999","crsName65038","descr384464"
"crsCode473063","deptId442906","crsName359144","descr923404"
"crsCode646802","deptId874901","crsName839930","descr753931"
"crsCode140721","deptId380383","crsName44513","descr969721"
"crsCode592298","deptId474090","crsName519012","descr965464"
"crsCode743301","deptId588356","crsName735761","descr983888"
"crsCode700058","deptId881840","crsName666357","descr892317"
"crsCode689820","deptId215731","crsName258871","descr415718"
"crsCode186876","deptId465258","crsName704081","descr334958"
"crsCode475387","deptId940504","crsName200236","descr590563"
"crsCode336655","deptId685438","crsName939672","descr29268"
"crsCode401969","deptId987619","crsName189093","descr107072"
"crsCode523265","deptId175987","crsName618272","descr482889"
"crsCode781975","deptId114436","crsName390061","descr530952"
"crsCode652711","deptId105907","crsName524414","descr293754"
"crsCode811088","deptId852333","crsName745453","descr352471"
"crsCode789569","deptId832970","crsName245308","descr801283"
"crsCode294216","deptId852243","crsName837478","descr623453"
"crsCode352377","deptId56932","crsName362145","descr783670"
"crsCode567991","deptId226989","crsName37939","descr382236"
"crsCode697058","deptId329682","crsName93870","descr459668"
"crsCode333277","deptId890803","crsName64842","descr608101"
"crsCode194170","deptId164165","crsName357085","descr271697"
"crsCode199301","deptId901023","crsName657081","descr422559"
"crsCode203306","deptId976785","crsName388898","descr741395"
"crsCode719491","deptId350767","crsName880490","descr196800"
"crsCode628674","deptId769323","crsName411116","descr680820"
"crsCode3256","deptId332448","crsName291617","descr621393"
"crsCode442752","deptId696235","crsName191010","descr336187"
"crsCode404426","deptId511732","crsName363770","descr397997"
"crsCode781063","deptId973963","crsName152743","descr916902"
"crsCode321070","deptId389677","crsName512430","descr794626"
"crsCode868394","deptId912165","crsName486040","descr709859"
"crsCode439904","deptId702543","crsName872972","descr716110"
"crsCode148768","deptId320248","crsName135242","descr425426"
"crsCode678951","deptId710241","crsName939457","descr701282"
"crsCode544654","deptId556834","crsName40590","descr543108"
"crsCode374612","deptId619180","crsName659475","descr820834"
"crsCode811459","deptId864359","crsName215535","descr481470"
"crsCode970561","deptId31866","crsName944607","descr467011"
"crsCode206133","deptId350056","crsName519985","descr43638"
"crsCode883219","deptId188183","crsName843552","descr963083"
"crsCode461702","deptId40173","crsName140305","descr60244"
"crsCode472825","deptId827283","crsName529065","descr410196"
"crsCode764099","deptId414107","crsName399433","descr152754"
"crsCode166124","deptId578942","crsName44263","descr899657"
"crsCode533664","deptId555966","crsName537994","descr137180"
"crsCode116143","deptId183466","crsName942817","descr82727"
"crsCode329855","deptId189760","crsName364481","descr29009"
"crsCode477263","deptId224620","crsName480826","descr469117"
"crsCode676264","deptId692527","crsName634068","descr523071"
"crsCode288994","deptId671451","crsName237291","descr717804"
"crsCode400656","deptId842810","crsName440676","descr480650"
"crsCode59913","deptId582415","crsName423115","descr388198"
"crsCode171732","deptId914932","crsName982859","descr988613"
"crsCode536047","deptId954658","crsName413577","descr24178"
"crsCode764412","deptId999376","crsName963293","descr209654"
"crsCode328137","deptId980018","crsName707117","descr832934"
"crsCode993466","deptId980514","crsName471400","descr682262"
"crsCode550229","deptId819932","crsName66268","descr711979"
"crsCode314474","deptId839268","crsName212277","descr215503"
"crsCode577245","deptId759170","crsName261843","descr984829"
"crsCode656658","deptId935469","crsName499590","descr664635"
"crsCode762803","deptId539270","crsName672489","descr627560"
"crsCode268768","deptId865915","crsName466968","descr290347"
"crsCode253684","deptId935820","crsName392783","descr397131"
"crsCode682928","deptId924458","crsName333920","descr305181"
"crsCode961159","deptId726651","crsName840912","descr460824"
"crsCode242758","deptId803835","crsName47568","descr917573"
"crsCode809565","deptId460412","crsName510227","descr488913"
"crsCode25229","deptId594638","crsName895376","descr262788"
"crsCode136816","deptId346681","crsName190166","descr127948"
"crsCode634336","deptId716647","crsName323398","descr312627"
"crsCode332293","deptId327071","crsName18290","descr607216"
"crsCode179583","deptId564076","crsName138833","descr413977"
"crsCode742060","deptId388828","crsName298779","descr894518"
"crsCode289942","deptId538468","crsName62151","descr758064"
"crsCode330812","deptId487841","crsName598559","descr863400"
"crsCode875516","deptId288505","crsName59068","descr708516"
"crsCode70618","deptId802016","crsName170596","descr560548"
"crsCode684527","deptId689974","crsName260220","descr713491"
"crsCode192496","deptId13518","crsName411436","descr958489"
"crsCode42522","deptId178442","crsName320654","descr279949"
"crsCode649911","deptId879778","crsName465041","descr324936"
"crsCode162960","deptId426371","crsName217328","descr496084"
"crsCode688751","deptId395284","crsName641867","descr821572"
"crsCode39056","deptId271379","crsName125151","descr147165"
"crsCode200228","deptId432542","crsName514471","descr556146"
"crsCode217345","deptId781326","crsName188302","descr270541"
"crsCode465065","deptId327102","crsName399631","descr43657"
"crsCode583220","deptId700073","crsName87403","descr354301"
"crsCode306525","deptId293553","crsName766982","descr919699"
"crsCode383975","deptId528636","crsName404447","descr631222"
"crsCode282538","deptId866553","crsName299306","descr934506"
"crsCode793342","deptId611009","crsName221452","descr718133"
"crsCode67330","deptId106008","crsName549554","descr158139"
"crsCode600138","deptId603986","crsName29775","descr413799"
"crsCode361443","deptId154002","crsName184496","descr573829"
"crsCode806851","deptId810222","crsName353469","descr33710"
"crsCode510162","deptId875950","crsName753742","descr650458"
"crsCode607951","deptId379316","crsName612135","descr473561"
"crsCode564577","deptId67957","crsName161362","descr550109"
"crsCode291003","deptId114149","crsName640536","descr198255"
"crsCode139498","deptId620593","crsName178715","descr755778"
"crsCode405502","deptId973990","crsName565267","descr358565"
"crsCode963731","deptId771055","crsName951651","descr761873"
"crsCode55675","deptId97467","crsName228695","descr584290"
"crsCode174345","deptId312637","crsName588285","descr875491"
"crsCode139708","deptId410061","crsName598108","descr225794"
"crsCode883335","deptId109740","crsName21141","descr814627"
"crsCode594681","deptId833509","crsName45781","descr707216"
"crsCode8398","deptId930446","crsName762293","descr333325"
"crsCode117585","deptId577262","crsName558510","descr252105"
"crsCode575596","deptId720504","crsName849980","descr933873"
"crsCode481870","deptId832118","crsName249550","descr31199"
"crsCode413687","deptId523777","crsName824486","descr945584"
"crsCode588515","deptId680748","crsName192915","descr597236"
"crsCode781265","deptId63937","crsName509961","descr152894"
"crsCode797806","deptId545059","crsName552090","descr249498"
"crsCode893347","deptId75666","crsName450835","descr671902"
"crsCode846840","deptId428109","crsName416501","descr10585"
"crsCode399203","deptId857362","crsName107983","descr117417"
"crsCode222449","deptId516481","crsName2997","descr272041"
"crsCode642448","deptId583071","crsName178463","descr215303"
"crsCode852982","deptId50358","crsName624607","descr848179"
"crsCode999090","deptId411289","crsName584320","descr73075"
"crsCode267405","deptId741316","crsName521144","descr769299"
"crsCode741084","deptId525858","crsName735819","descr867258"
"crsCode311397","deptId991721","crsName257852","descr718872"
"crsCode724012","deptId794849","crsName552303","descr341628"
"crsCode338201","deptId436482","crsName688672","descr57794"
"crsCode852807","deptId855866","crsName264890","descr757417"
"crsCode661739","deptId653837","crsName311829","descr915203"
"crsCode157215","deptId208087","crsName89743","descr175429"
"crsCode201738","deptId176749","crsName584134","descr558334"
"crsCode114542","deptId999202","crsName901679","descr963749"
"crsCode81614","deptId967205","crsName902230","descr687883"
"crsCode794426","deptId613640","crsName812402","descr881327"
"crsCode971065","deptId407387","crsName877540","descr713904"
"crsCode487633","deptId581815","crsName843916","descr966365"
"crsCode829941","deptId557590","crsName325000","descr483176"
"crsCode535948","deptId616671","crsName430730","descr903802"
"crsCode499290","deptId863745","crsName928085","descr143904"
"crsCode874061","deptId276853","crsName793940","descr609890"
"crsCode640294","deptId832741","crsName202583","descr140212"
"crsCode32706","deptId165419","crsName796587","descr794694"
"crsCode396357","deptId168050","crsName856020","descr728886"
"crsCode813090","deptId709305","crsName385897","descr766758"
"crsCode300488","deptId466230","crsName381325","descr7399"
"crsCode238508","deptId155863","crsName964741","descr370324"
"crsCode106095","deptId104355","crsName744251","descr144316"
"crsCode935021","deptId9215","crsName939598","descr124471"
"crsCode935009","deptId633037","crsName527380","descr487897"
"crsCode548280","deptId254703","crsName50413","descr790597"
"crsCode646257","deptId871145","crsName650245","descr664857"
"crsCode49261","deptId207141","crsName310245","descr292679"
"crsCode319320","deptId58895","crsName828022","descr878659"
"crsCode34612","deptId347744","crsName534996","descr184472"
"crsCode158079","deptId103417","crsName38219","descr473750"
"crsCode399681","deptId419429","crsName983601","descr937062"
"crsCode820","deptId783617","crsName905760","descr754814"
"crsCode747599","deptId120632","crsName706573","descr520239"
"crsCode28145","deptId770982","crsName504970","descr804763"
"crsCode418855","deptId627998","crsName927636","descr688389"
"crsCode231898","deptId827783","crsName224794","descr440321"
"crsCode619544","deptId502625","crsName531083","descr93706"
"crsCode52669","deptId486629","crsName569370","descr63538"
"crsCode314493","deptId194955","crsName444881","descr406388"
"crsCode42385","deptId797285","crsName289999","descr656613"
"crsCode714044","deptId542313","crsName382560","descr67657"
"crsCode279609","deptId523660","crsName206135","descr670594"
"crsCode502979","deptId83721","crsName572682","descr642688"
"crsCode513536","deptId496266","crsName566564","descr553803"
"crsCode965756","deptId284606","crsName857390","descr962589"
"crsCode916365","deptId119355","crsName30997","descr670807"
"crsCode80148","deptId853890","crsName176613","descr815406"
"crsCode60125","deptId611702","crsName661780","descr106611"
"crsCode113318","deptId702520","crsName897239","descr683710"
"crsCode70334","deptId792673","crsName860050","descr482294"
"crsCode603209","deptId87131","crsName820263","descr548672"
"crsCode173664","deptId585564","crsName256176","descr552834"
"crsCode83989","deptId927232","crsName736071","descr17299"
"crsCode645140","deptId438979","crsName135746","descr194561"
"crsCode689637","deptId627928","crsName198908","descr402046"
"crsCode947917","deptId955304","crsName455502","descr828647"
"crsCode270548","deptId217834","crsName614557","descr624690"
"crsCode780002","deptId595611","crsName107021","descr652532"
"crsCode287683","deptId682843","crsName354132","descr901261"
"crsCode749706","deptId677860","crsName205737","descr490033"
"crsCode921617","deptId67431","crsName279450","descr671891"
"crsCode683166","deptId458693","crsName912509","descr215855"
"crsCode702561","deptId458790","crsName938110","descr540405"
"crsCode893977","deptId394490","crsName672088","descr248077"
"crsCode845079","deptId984586","crsName118815","descr718411"
"crsCode77275","deptId666426","crsName824057","descr956209"
"crsCode848538","deptId482333","crsName103853","descr174939"
"crsCode234721","deptId539509","crsName783891","descr847947"
"crsCode859667","deptId929605","crsName376875","descr645521"
"crsCode903566","deptId210197","crsName444234","descr491031"
"crsCode48684","deptId791042","crsName211951","descr158663"
"crsCode509990","deptId11327","crsName30196","descr834841"
"crsCode400082","deptId507052","crsName372384","descr997692"
"crsCode911437","deptId49041","crsName221465","descr108832"
"crsCode7987","deptId791927","crsName327671","descr749854"
"crsCode953995","deptId812707","crsName279347","descr719237"
"crsCode944384","deptId828272","crsName861246","descr47298"
"crsCode147210","deptId77064","crsName877102","descr457451"
"crsCode991724","deptId878014","crsName182675","descr848808"
"crsCode76502","deptId127371","crsName481896","descr990078"
"crsCode188842","deptId887140","crsName921701","descr927097"
"crsCode96027","deptId441076","crsName490162","descr290358"
"crsCode765938","deptId954363","crsName349749","descr366538"
"crsCode897003","deptId942083","crsName255628","descr837587"
"crsCode21052","deptId620986","crsName989911","descr71705"
"crsCode396021","deptId174705","crsName673964","descr538911"
"crsCode466178","deptId993840","crsName562990","descr995980"
"crsCode471950","deptId717491","crsName437495","descr135921"
"crsCode801730","deptId790789","crsName773618","descr152503"
"crsCode587819","deptId215096","crsName44806","descr143718"
"crsCode496954","deptId679295","crsName59181","descr943636"
"crsCode580836","deptId56808","crsName277667","descr674728"
"crsCode682410","deptId979960","crsName577081","descr299722"
"crsCode494963","deptId510308","crsName831688","descr818345"
"crsCode984341","deptId59690","crsName327235","descr880104"
"crsCode634866","deptId388491","crsName265830","descr898918"
"crsCode982335","deptId169381","crsName572171","descr47400"
"crsCode636320","deptId829104","crsName797979","descr527909"
"crsCode429807","deptId724309","crsName752417","descr402351"
"crsCode546652","deptId33702","crsName392314","descr534713"
"crsCode2414","deptId93374","crsName323369","descr347465"
"crsCode229928","deptId468342","crsName549511","descr826555"
"crsCode476679","deptId73217","crsName767703","descr498543"
"crsCode366503","deptId220325","crsName739512","descr906896"
"crsCode616196","deptId732695","crsName228915","descr412226"
"crsCode225502","deptId15281","crsName592756","descr708967"
"crsCode440758","deptId151954","crsName322582","descr853902"
"crsCode969334","deptId999506","crsName686359","descr714297"
"crsCode600941","deptId734432","crsName927659","descr277130"
"crsCode568760","deptId330747","crsName926700","descr665545"
"crsCode702396","deptId952201","crsName572526","descr779284"
"crsCode699343","deptId139415","crsName173873","descr875684"
"crsCode306934","deptId693230","crsName239216","descr584888"
"crsCode164041","deptId939726","crsName502806","descr403616"
"crsCode294835","deptId969994","crsName661392","descr793703"
"crsCode703958","deptId530495","crsName343741","descr242334"
"crsCode428427","deptId825522","crsName330691","descr2625"
"crsCode905351","deptId802566","crsName365947","descr698825"
"crsCode462553","deptId50582","crsName85196","descr449741"
"crsCode155087","deptId474677","crsName321557","descr243861"
"crsCode804857","deptId843839","crsName484804","descr671613"
"crsCode722501","deptId140444","crsName487108","descr97283"
"crsCode651785","deptId765905","crsName309843","descr723949"
"crsCode576288","deptId127746","crsName263921","descr489050"
"crsCode430507","deptId722952","crsName224628","descr588323"
"crsCode237945","deptId55915","crsName202297","descr190765"
"crsCode579585","deptId703164","crsName232821","descr590414"
"crsCode921356","deptId339986","crsName117417","descr515609"
"crsCode924848","deptId841311","crsName238644","descr90888"
"crsCode919030","deptId436333","crsName265026","descr312901"
"crsCode454621","deptId240955","crsName935970","descr717525"
"crsCode561016","deptId135022","crsName983222","descr583265"
"crsCode899890","deptId94902","crsName341507","descr797218"
"crsCode383218","deptId648574","crsName37800","descr865769"
"crsCode999513","deptId926351","crsName152364","descr419017"
"crsCode15976","deptId3138","crsName793520","descr798754"
"crsCode702271","deptId241504","crsName237827","descr852170"
"crsCode580928","deptId549016","crsName29652","descr121369"
"crsCode730002","deptId385691","crsName643138","descr926673"
"crsCode302146","deptId317848","crsName869904","descr52328"
"crsCode773635","deptId36303","crsName746036","descr179380"
"crsCode288086","deptId59028","crsName621838","descr580018"
"crsCode275013","deptId565795","crsName871158","descr119219"
"crsCode17161","deptId532186","crsName458926","descr403748"
"crsCode783435","deptId936663","crsName729847","descr664056"
"crsCode309447","deptId277422","crsName577727","descr86452"
"crsCode156749","deptId293383","crsName974583","descr516631"
"crsCode390305","deptId303443","crsName40451","descr302691"
"crsCode584963","deptId195177","crsName201611","descr926156"
"crsCode697417","deptId128833","crsName600687","descr782204"
"crsCode654824","deptId247243","crsName718103","descr736321"
"crsCode970577","deptId108141","crsName467815","descr703252"
"crsCode857847","deptId697112","crsName299474","descr646407"
"crsCode383983","deptId836166","crsName532550","descr33098"
"crsCode562545","deptId294738","crsName650373","descr544025"
"crsCode498555","deptId910771","crsName516884","descr904966"
"crsCode778709","deptId168598","crsName795404","descr166558"
"crsCode566639","deptId605080","crsName329101","descr119547"
"crsCode455910","deptId676189","crsName338194","descr568486"
"crsCode509477","deptId549647","crsName186976","descr667110"
"crsCode841384","deptId49719","crsName152665","descr519082"
"crsCode955036","deptId746673","crsName114285","descr152078"
"crsCode221475","deptId246927","crsName262256","descr874701"
"crsCode856884","deptId14413","crsName687046","descr556100"
"crsCode812126","deptId8236","crsName734778","descr611167"
"crsCode699436","deptId8429","crsName387630","descr447266"
"crsCode140068","deptId740715","crsName954093","descr337494"
"crsCode315242","deptId405909","crsName551644","descr396302"
"crsCode264770","deptId555079","crsName17551","descr263828"
"crsCode209267","deptId924805","crsName552313","descr960757"
"crsCode79750","deptId980372","crsName86459","descr817382"
